downtime_event_id,machine_id,production_line_id,start_timestamp,end_timestamp,downtime_reason,planned_flag,production_loss_units
DOWN0050,MACH003,LINE02,2026-02-01,2026-02-02,ELECTRICAL_FAULT,False,50
DOWN0051,MACH002,LINE03,2026-01-03,2026-01-04,SCHEDULED_MAINTENANCE,False,50
DOWN0052,MACH003,LINE03,2026-02-25,2026-02-27,SCHEDULED_MAINTENANCE,False,50
DOWN0053,MACH001,LINE03,2026-01-13,2026-01-15,SCHEDULED_MAINTENANCE,True,0
DOWN0054,MACH001,LINE01,2026-02-06,2026-02-06,SCHEDULED_MAINTENANCE,True,0
DOWN0055,MACH001,LINE03,2026-02-18,2026-02-19,ELECTRICAL_FAULT,False,50
DOWN0056,MACH003,LINE01,2026-02-13,2026-02-15,SCHEDULED_MAINTENANCE,True,0
DOWN0057,MACH002,LINE02,2026-02-18,2026-02-20,SCHEDULED_MAINTENANCE,False,50
DOWN0058,MACH001,LINE01,2026-02-06,2026-02-06,SCHEDULED_MAINTENANCE,False,50
DOWN0059,MACH003,LINE02,2026-01-23,2026-01-23,SCHEDULED_MAINTENANCE,True,0
DOWN0060,MACH002,LINE01,2026-01-01,2026-01-02,ELECTRICAL_FAULT,False,50
DOWN0061,MACH002,LINE02,2026-01-09,2026-01-10,ELECTRICAL_FAULT,False,50
DOWN0062,MACH001,LINE01,2026-01-07,2026-01-07,ELECTRICAL_FAULT,False,50
DOWN0063,MACH003,LINE01,2026-02-03,2026-02-03,SCHEDULED_MAINTENANCE,True,0
DOWN0064,MACH003,LINE01,2026-01-22,2026-01-24,SCHEDULED_MAINTENANCE,False,50
DOWN0065,MACH003,LINE03,2026-02-20,2026-02-22,SCHEDULED_MAINTENANCE,True,0
DOWN0066,MACH002,LINE02,2026-02-17,2026-02-17,MECHANICAL_FAILURE,False,50
DOWN0067,MACH001,LINE02,2026-02-01,2026-02-02,ELECTRICAL_FAULT,False,50
DOWN0068,MACH001,LINE02,2026-02-12,2026-02-14,MECHANICAL_FAILURE,False,50
DOWN0069,MACH002,LINE03,2026-02-06,2026-02-06,SCHEDULED_MAINTENANCE,True,0
DOWN0070,MACH003,LINE02,2026-02-02,2026-02-02,SCHEDULED_MAINTENANCE,True,0
DOWN0071,MACH003,LINE01,2026-01-09,2026-01-11,SCHEDULED_MAINTENANCE,True,0
DOWN0072,MACH003,LINE03,2026-02-01,2026-02-03,SCHEDULED_MAINTENANCE,True,0
DOWN0073,MACH002,LINE03,2026-02-09,2026-02-09,SCHEDULED_MAINTENANCE,True,0
DOWN0074,MACH002,LINE03,2026-01-15,2026-01-16,SCHEDULED_MAINTENANCE,True,0
DOWN0075,MACH001,LINE03,2026-02-12,2026-02-12,SCHEDULED_MAINTENANCE,True,0
DOWN0076,MACH001,LINE03,2026-02-16,2026-02-16,SCHEDULED_MAINTENANCE,True,0
DOWN0077,MACH003,LINE03,2026-02-04,2026-02-06,SCHEDULED_MAINTENANCE,True,0
DOWN0078,MACH002,LINE02,2026-01-14,2026-01-14,SCHEDULED_MAINTENANCE,True,0
DOWN0079,MACH003,LINE03,2026-02-21,2026-02-21,MECHANICAL_FAILURE,False,50
DOWN0080,MACH003,LINE02,2026-01-10,2026-01-11,SCHEDULED_MAINTENANCE,True,0
DOWN0081,MACH002,LINE01,2026-02-26,2026-02-27,SCHEDULED_MAINTENANCE,True,0
DOWN0082,MACH003,LINE02,2026-01-04,2026-01-05,SCHEDULED_MAINTENANCE,True,0
DOWN0083,MACH001,LINE03,2026-02-02,2026-02-04,ELECTRICAL_FAULT,False,50
DOWN0084,MACH003,LINE02,2026-02-24,2026-02-26,MECHANICAL_FAILURE,False,50
DOWN0085,MACH001,LINE02,2026-01-16,2026-01-16,SCHEDULED_MAINTENANCE,False,50
DOWN0086,MACH002,LINE03,2026-02-17,2026-02-19,MECHANICAL_FAILURE,False,50
DOWN0087,MACH001,LINE01,2026-01-26,2026-01-28,SCHEDULED_MAINTENANCE,True,0
DOWN0088,MACH001,LINE01,2026-01-23,2026-01-24,SCHEDULED_MAINTENANCE,True,0
DOWN0089,MACH003,LINE03,2026-02-20,2026-02-20,ELECTRICAL_FAULT,False,50
DOWN0090,MACH001,LINE03,2026-01-31,2026-02-02,MECHANICAL_FAILURE,False,50
,MACH002,LINE01,2026-02-19,2026-02-19,MECHANICAL_FAILURE,False,50
DOWN0092,MACH002,LINE01,2026-01-11,2026-01-12,SCHEDULED_MAINTENANCE,True,0
DOWN0093,MACH003,LINE02,2026-01-22,2026-01-22,MECHANICAL_FAILURE,False,50
DOWN0094,MACH003,LINE02,2026-01-12,2026-01-12,ELECTRICAL_FAULT,False,50
DOWN0095,MACH001,LINE02,2026-02-22,2026-02-22,SCHEDULED_MAINTENANCE,False,50
DOWN0096,MACH001,LINE01,2026-02-10,2026-02-10,MECHANICAL_FAILURE,False,50
DOWN0097,MACH003,LINE01,2026-02-17,2026-02-17,ELECTRICAL_FAULT,False,50
DOWN0098,MACH002,LINE02,2026-02-20,2026-02-20,SCHEDULED_MAINTENANCE,True,0
DOWN0099,MACH003,LINE03,2026-01-27,2026-01-27,SCHEDULED_MAINTENANCE,True,0
DOWN0100,MACH002,LINE01,2026-02-04,2026-02-06,SCHEDULED_MAINTENANCE,True,0
DOWN0101,MACH001,LINE02,2026-02-08,2026-02-10,MECHANICAL_FAILURE,False,50
DOWN0102,MACH001,LINE02,2026-01-22,2026-01-22,ELECTRICAL_FAULT,False,50
DOWN0103,MACH003,LINE01,2026-02-08,2026-02-08,SCHEDULED_MAINTENANCE,True,0
DOWN0104,MACH003,LINE03,2026-01-19,2026-01-20,SCHEDULED_MAINTENANCE,True,0
DOWN0105,MACH001,LINE02,2026-02-10,2026-02-12,MECHANICAL_FAILURE,False,50
DOWN0106,MACH002,LINE03,2026-01-31,2026-01-31,SCHEDULED_MAINTENANCE,False,50
DOWN0107,MACH003,LINE02,2026-01-05,2026-01-06,MECHANICAL_FAILURE,False,50
DOWN0108,MACH002,LINE03,2026-01-16,2026-01-17,SCHEDULED_MAINTENANCE,False,50
DOWN0109,MACH002,LINE01,2026-01-30,2026-02-01,SCHEDULED_MAINTENANCE,True,0
DOWN0110,MACH001,LINE03,2026-02-18,2026-02-19,ELECTRICAL_FAULT,False,50
DOWN0111,MACH001,LINE02,2026-01-12,2026-01-12,SCHEDULED_MAINTENANCE,False,50
DOWN0112,MACH001,LINE01,2026-01-13,2026-01-15,SCHEDULED_MAINTENANCE,True,0
DOWN0113,MACH001,LINE02,2026-01-05,2026-01-05,SCHEDULED_MAINTENANCE,True,0
DOWN0114,MACH003,LINE01,2026-01-26,2026-01-26,ELECTRICAL_FAULT,False,50
DOWN0115,MACH003,LINE01,2026-01-23,2026-01-25,SCHEDULED_MAINTENANCE,True,0
DOWN0116,MACH001,LINE01,2026-01-19,2026-01-19,ELECTRICAL_FAULT,False,50
DOWN0117,MACH002,LINE01,2026-01-18,2026-01-19,ELECTRICAL_FAULT,False,50
DOWN0118,MACH003,LINE01,2026-02-12,2026-02-12,SCHEDULED_MAINTENANCE,True,0
DOWN0119,MACH002,LINE01,2026-02-21,2026-02-23,ELECTRICAL_FAULT,False,50
DOWN0120,MACH001,LINE02,2026-02-19,2026-02-20,SCHEDULED_MAINTENANCE,False,50
DOWN0121,MACH002,LINE02,2026-01-28,2026-01-30,ELECTRICAL_FAULT,False,50
DOWN0122,MACH001,LINE01,2026-01-22,2026-01-24,MECHANICAL_FAILURE,False,50
DOWN0123,MACH001,LINE03,2026-01-23,2026-01-24,MECHANICAL_FAILURE,False,50
DOWN0124,MACH002,LINE02,2026-02-05,2026-02-07,SCHEDULED_MAINTENANCE,False,50
DOWN0125,MACH001,LINE01,2026-02-27,2026-02-27,SCHEDULED_MAINTENANCE,True,0
DOWN0126,MACH001,LINE03,2026-01-04,2026-01-04,SCHEDULED_MAINTENANCE,False,50
DOWN0127,MACH002,LINE02,2026-02-14,2026-02-16,SCHEDULED_MAINTENANCE,True,0
DOWN0128,MACH003,LINE01,2026-01-21,2026-01-23,MECHANICAL_FAILURE,False,50
DOWN0129,MACH003,LINE03,2026-01-21,2026-01-23,SCHEDULED_MAINTENANCE,True,0
,MACH001,LINE01,2026-02-19,2026-02-19,ELECTRICAL_FAULT,False,50
DOWN0131,MACH001,LINE02,2026-01-03,2026-01-03,SCHEDULED_MAINTENANCE,False,50
DOWN0132,MACH001,LINE01,2026-02-14,2026-02-15,SCHEDULED_MAINTENANCE,True,0
DOWN0133,MACH003,LINE02,2026-01-14,2026-01-14,SCHEDULED_MAINTENANCE,True,0
DOWN0134,MACH001,LINE03,2026-02-06,2026-02-08,SCHEDULED_MAINTENANCE,False,50
DOWN0135,MACH002,LINE02,2026-01-16,2026-01-18,MECHANICAL_FAILURE,False,50
DOWN0136,MACH002,LINE03,2026-01-17,2026-01-18,MECHANICAL_FAILURE,False,50
DOWN0137,MACH003,LINE01,2026-01-06,2026-01-06,SCHEDULED_MAINTENANCE,True,0
DOWN0138,MACH001,LINE03,2026-01-10,2026-01-12,ELECTRICAL_FAULT,False,50
DOWN0139,MACH003,LINE03,2026-01-14,2026-01-15,MECHANICAL_FAILURE,False,50
DOWN0140,MACH002,LINE02,2026-02-06,2026-02-08,SCHEDULED_MAINTENANCE,False,50
DOWN0141,MACH003,LINE01,2026-02-16,2026-02-17,SCHEDULED_MAINTENANCE,True,0
DOWN0142,MACH002,LINE03,2026-02-09,2026-02-10,SCHEDULED_MAINTENANCE,True,0
DOWN0143,MACH003,LINE03,2026-01-03,2026-01-04,SCHEDULED_MAINTENANCE,False,50
DOWN0144,MACH003,LINE03,2026-02-27,2026-02-28,SCHEDULED_MAINTENANCE,True,0
DOWN0145,MACH002,LINE02,2026-02-17,2026-02-19,MECHANICAL_FAILURE,False,50
DOWN0146,MACH003,LINE03,2026-01-28,2026-01-29,SCHEDULED_MAINTENANCE,False,50
DOWN0147,MACH003,LINE02,2026-02-23,2026-02-23,SCHEDULED_MAINTENANCE,True,0
DOWN0148,MACH003,LINE01,2026-01-07,2026-01-08,ELECTRICAL_FAULT,False,50
DOWN0149,MACH001,LINE03,2026-01-06,2026-01-07,SCHEDULED_MAINTENANCE,True,0
DOWN0150,MACH003,LINE03,2026-02-28,2026-03-01,MECHANICAL_FAILURE,False,50
DOWN0151,MACH001,LINE01,2026-02-24,2026-02-25,MECHANICAL_FAILURE,False,50
DOWN0152,MACH001,LINE02,2026-02-11,2026-02-11,SCHEDULED_MAINTENANCE,False,50
DOWN0153,MACH003,LINE02,2026-02-05,2026-02-05,SCHEDULED_MAINTENANCE,False,50
DOWN0154,MACH003,LINE02,2026-02-23,2026-02-23,SCHEDULED_MAINTENANCE,True,0
DOWN0155,MACH001,LINE01,2026-01-26,2026-01-27,SCHEDULED_MAINTENANCE,False,50
DOWN0156,MACH001,LINE03,2026-02-15,2026-02-16,SCHEDULED_MAINTENANCE,True,0
DOWN0157,MACH003,LINE01,2026-01-21,2026-01-22,SCHEDULED_MAINTENANCE,True,0
DOWN0158,MACH001,LINE02,2026-01-15,2026-01-16,ELECTRICAL_FAULT,False,50
DOWN0159,MACH002,LINE01,2026-01-04,2026-01-04,SCHEDULED_MAINTENANCE,False,50
DOWN0160,MACH002,LINE03,2026-01-01,2026-01-01,SCHEDULED_MAINTENANCE,True,0
DOWN0161,MACH001,LINE01,2026-01-01,2026-01-01,SCHEDULED_MAINTENANCE,False,50
DOWN0162,MACH003,LINE01,2026-01-18,2026-01-20,SCHEDULED_MAINTENANCE,True,0
DOWN0163,MACH001,LINE03,2026-01-27,2026-01-27,SCHEDULED_MAINTENANCE,True,0
DOWN0164,MACH001,LINE01,2026-02-02,2026-02-03,SCHEDULED_MAINTENANCE,True,0
DOWN0165,MACH002,LINE02,2026-01-14,2026-01-14,SCHEDULED_MAINTENANCE,True,0
DOWN0166,MACH001,LINE01,2026-02-04,2026-02-05,SCHEDULED_MAINTENANCE,False,50
DOWN0167,MACH002,LINE03,2026-01-11,2026-01-09,SCHEDULED_MAINTENANCE,False,50
DOWN0168,MACH003,LINE02,2026-02-25,2026-02-23,ELECTRICAL_FAULT,False,50
DOWN0169,MACH002,LINE02,2026-01-18,2026-01-19,ELECTRICAL_FAULT,False,50
DOWN0170,MACH001,LINE01,2026-02-19,2026-02-19,SCHEDULED_MAINTENANCE,True,0
DOWN0171,MACH002,LINE02,2026-01-27,2026-01-29,SCHEDULED_MAINTENANCE,True,0
DOWN0172,MACH002,LINE02,2026-02-21,2026-02-21,ELECTRICAL_FAULT,False,50
DOWN0173,MACH002,LINE01,2026-01-06,2026-01-07,SCHEDULED_MAINTENANCE,False,50
DOWN0174,MACH001,LINE03,2026-01-13,2026-01-13,SCHEDULED_MAINTENANCE,True,0
DOWN0175,MACH003,LINE02,2026-01-03,2026-01-04,SCHEDULED_MAINTENANCE,True,0
DOWN0176,MACH002,LINE03,2026-01-24,2026-01-24,SCHEDULED_MAINTENANCE,False,50
DOWN0177,MACH001,LINE03,2026-02-22,2026-02-23,ELECTRICAL_FAULT,False,50
DOWN0178,MACH002,LINE01,2026-02-08,2026-02-08,SCHEDULED_MAINTENANCE,True,0
DOWN0179,MACH001,LINE01,2026-01-23,2026-01-25,SCHEDULED_MAINTENANCE,True,0
DOWN0180,MACH003,LINE02,2026-01-27,2026-01-28,SCHEDULED_MAINTENANCE,False,50
DOWN0181,MACH003,LINE01,2026-01-05,2026-01-05,SCHEDULED_MAINTENANCE,True,0
DOWN0182,MACH003,LINE03,2026-02-18,2026-02-20,SCHEDULED_MAINTENANCE,False,50
DOWN0183,MACH002,LINE02,2026-01-20,2026-01-22,SCHEDULED_MAINTENANCE,False,50
DOWN0184,MACH001,LINE02,2026-01-16,2026-01-17,SCHEDULED_MAINTENANCE,True,0
DOWN0185,MACH001,LINE02,2026-01-03,2026-01-05,SCHEDULED_MAINTENANCE,True,0
DOWN0186,MACH003,LINE03,2026-02-15,2026-02-16,SCHEDULED_MAINTENANCE,True,0
DOWN0187,MACH002,LINE01,2026-02-20,2026-02-21,SCHEDULED_MAINTENANCE,True,0
DOWN0188,MACH002,LINE01,2026-02-10,2026-02-12,SCHEDULED_MAINTENANCE,True,0
DOWN0189,MACH003,LINE03,2026-02-17,2026-02-19,SCHEDULED_MAINTENANCE,True,0
DOWN0190,MACH003,LINE02,2026-01-23,2026-01-23,SCHEDULED_MAINTENANCE,True,0
DOWN0191,MACH002,LINE02,2026-02-15,2026-02-16,SCHEDULED_MAINTENANCE,True,0
DOWN0192,MACH003,LINE01,2026-02-19,2026-02-20,SCHEDULED_MAINTENANCE,False,50
DOWN0193,MACH001,LINE01,2026-01-18,2026-01-19,SCHEDULED_MAINTENANCE,True,0
DOWN0194,MACH001,LINE03,2026-01-16,2026-01-18,SCHEDULED_MAINTENANCE,True,0
DOWN0195,MACH003,LINE03,2026-02-17,2026-02-17,SCHEDULED_MAINTENANCE,True,0
DOWN0196,MACH003,LINE03,2026-01-06,2026-01-07,SCHEDULED_MAINTENANCE,False,50
DOWN0197,MACH003,LINE02,2026-01-28,2026-01-30,SCHEDULED_MAINTENANCE,True,0
DOWN0198,MACH001,LINE02,2026-01-02,2026-01-04,SCHEDULED_MAINTENANCE,False,50
DOWN0199,MACH003,LINE03,2026-01-10,2026-01-10,SCHEDULED_MAINTENANCE,True,0
